country,year,sex,age,suicides_no,population,rate,Region
Republic of Moldova,1988,male,55-74 years,122,259523,47.00932095,Asia
Republic of Moldova,1988,male,75+ years,17,41385,41.07768515,Asia
Republic of Moldova,1989,female,15-24 years,20,313025,6.389266033,Asia
Republic of Moldova,1989,female,25-34 years,27,374198,7.215431403,Asia
Republic of Moldova,1989,female,35-54 years,75,538528,13.92685246,Asia
Republic of Moldova,1989,female,5-14 years,2,384070,0.520738407,Asia
Republic of Moldova,1989,female,55-74 years,53,370783,14.29407497,Asia
Republic of Moldova,1989,female,75+ years,15,83228,18.02278079,Asia
Republic of Moldova,1989,male,15-24 years,63,313184,20.11597016,Asia
Republic of Moldova,1989,male,25-34 years,108,353104,30.58588971,Asia
Republic of Moldova,1989,male,35-54 years,230,481846,47.73309315,Asia
Republic of Moldova,1989,male,5-14 years,8,394804,2.026321922,Asia
Republic of Moldova,1989,male,55-74 years,118,261777,45.07653461,Asia
Republic of Moldova,1989,male,75+ years,19,43092,44.09171076,Asia
Republic of Moldova,1990,female,15-24 years,16,314747,5.083447976,Asia
Republic of Moldova,1990,female,25-34 years,12,368474,3.256674826,Asia
Republic of Moldova,1990,female,35-54 years,55,545966,10.07388738,Asia
Republic of Moldova,1990,female,5-14 years,2,389664,0.513262708,Asia
Republic of Moldova,1990,female,55-74 years,44,371579,11.8413581,Asia
Republic of Moldova,1990,female,75+ years,15,83651,17.93164457,Asia
Republic of Moldova,1990,male,15-24 years,42,317554,13.22609698,Asia
Republic of Moldova,1990,male,25-34 years,108,346141,31.20115791,Asia
Republic of Moldova,1990,male,35-54 years,224,489181,45.7908218,Asia
Republic of Moldova,1990,male,5-14 years,6,401261,1.495286111,Asia
Republic of Moldova,1990,male,55-74 years,112,263976,42.42809952,Asia
Republic of Moldova,1990,male,75+ years,10,42845,23.33994632,Asia
Republic of Moldova,1991,female,15-24 years,19,317519,5.983893877,Asia
Republic of Moldova,1991,female,25-34 years,27,360546,7.488642226,Asia
Republic of Moldova,1991,female,35-54 years,76,550790,13.79836235,Asia
Republic of Moldova,1991,female,5-14 years,1,395255,0.253001227,Asia
Republic of Moldova,1991,female,55-74 years,62,375264,16.52170206,Asia
Republic of Moldova,1991,female,75+ years,11,80661,13.63732163,Asia
Republic of Moldova,1991,male,15-24 years,44,323311,13.60918744,Asia
Republic of Moldova,1991,male,25-34 years,108,337282,32.02068299,Asia
Republic of Moldova,1991,male,35-54 years,230,494270,46.53327129,Asia
Republic of Moldova,1991,male,5-14 years,7,407002,1.719893268,Asia
Republic of Moldova,1991,male,55-74 years,115,267769,42.94746591,Asia
Republic of Moldova,1991,male,75+ years,23,40892,56.24572043,Asia
Republic of Moldova,1992,female,15-24 years,18,319670,5.630806769,Asia
Republic of Moldova,1992,female,25-34 years,13,346632,3.750375038,Asia
Republic of Moldova,1992,female,35-54 years,52,555968,9.353056291,Asia
Republic of Moldova,1992,female,5-14 years,1,400272,0.249830116,Asia
Republic of Moldova,1992,female,55-74 years,58,384083,15.10090267,Asia
Republic of Moldova,1992,female,75+ years,12,77758,15.43249569,Asia
Republic of Moldova,1992,male,15-24 years,40,327187,12.2254246,Asia
Republic of Moldova,1992,male,25-34 years,118,326596,36.13026491,Asia
Republic of Moldova,1992,male,35-54 years,215,499950,43.00430043,Asia
Republic of Moldova,1992,male,5-14 years,12,412067,2.912147782,Asia
Republic of Moldova,1992,male,55-74 years,132,272806,48.38603257,Asia
Republic of Moldova,1992,male,75+ years,16,38934,41.09518673,Asia
Republic of Moldova,1993,female,15-24 years,11,331122,3.322038403,Asia
Republic of Moldova,1993,female,25-34 years,20,324012,6.172610891,Asia
Republic of Moldova,1993,female,35-54 years,65,573392,11.33604933,Asia
Republic of Moldova,1993,female,5-14 years,6,407433,1.472634764,Asia
Republic of Moldova,1993,female,55-74 years,49,390822,12.537677,Asia
Republic of Moldova,1993,female,75+ years,10,75036,13.3269364,Asia
Republic of Moldova,1993,male,15-24 years,57,336143,16.95706887,Asia
Republic of Moldova,1993,male,25-34 years,108,307385,35.13509117,Asia
Republic of Moldova,1993,male,35-54 years,233,517781,44.99971996,Asia
Republic of Moldova,1993,male,5-14 years,5,420148,1.190056837,Asia
Republic of Moldova,1993,male,55-74 years,150,280101,53.55211156,Asia
Republic of Moldova,1993,male,75+ years,14,37028,37.80922545,Asia
Republic of Moldova,1994,female,15-24 years,19,331223,5.736316621,Asia
Republic of Moldova,1994,female,25-34 years,17,324041,5.246249703,Asia
Republic of Moldova,1994,female,35-54 years,56,573404,9.766238115,Asia
Republic of Moldova,1994,female,5-14 years,4,407414,0.981802294,Asia
Republic of Moldova,1994,female,55-74 years,61,390730,15.61180355,Asia
Republic of Moldova,1994,female,75+ years,15,74956,20.01174022,Asia
Republic of Moldova,1994,male,15-24 years,60,336220,17.84545833,Asia
Republic of Moldova,1994,male,25-34 years,90,307405,29.27733771,Asia
Republic of Moldova,1994,male,35-54 years,274,517774,52.91884104,Asia
Republic of Moldova,1994,male,5-14 years,4,420163,0.952011481,Asia
Republic of Moldova,1994,male,55-74 years,159,280026,56.78044182,Asia
Republic of Moldova,1994,male,75+ years,25,36966,67.62971379,Asia
Republic of Moldova,1995,female,15-24 years,14,340637,4.109946952,Asia
Republic of Moldova,1995,female,25-34 years,20,309530,6.461409233,Asia
Republic of Moldova,1995,female,35-54 years,70,584507,11.97590448,Asia
Republic of Moldova,1995,female,5-14 years,0,406306,0,Asia
Republic of Moldova,1995,female,55-74 years,62,389922,15.90061602,Asia
Republic of Moldova,1995,female,75+ years,21,75005,27.99813346,Asia
Republic of Moldova,1995,male,15-24 years,41,343802,11.92546873,Asia
Republic of Moldova,1995,male,25-34 years,106,297174,35.6693385,Asia
Republic of Moldova,1995,male,35-54 years,284,527878,53.80030992,Asia
Republic of Moldova,1995,male,5-14 years,5,419825,1.190972429,Asia
Republic of Moldova,1995,male,55-74 years,156,278787,55.95669812,Asia
Republic of Moldova,1995,male,75+ years,23,37328,61.61594514,Asia
Republic of Moldova,1996,female,15-24 years,9,349742,2.57332548,Asia
Republic of Moldova,1996,female,25-34 years,20,297193,6.729633605,Asia
Republic of Moldova,1996,female,35-54 years,44,592697,7.423692038,Asia
Republic of Moldova,1996,female,5-14 years,2,402537,0.496848737,Asia
Republic of Moldova,1996,female,55-74 years,52,389737,13.34233085,Asia
Republic of Moldova,1996,female,75+ years,12,75801,15.83092571,Asia
Republic of Moldova,1996,male,15-24 years,55,352137,15.61892104,Asia
Republic of Moldova,1996,male,25-34 years,92,288141,31.92881263,Asia
Republic of Moldova,1996,male,35-54 years,300,534748,56.10119159,Asia
Republic of Moldova,1996,male,5-14 years,9,416719,2.159728738,Asia
Republic of Moldova,1996,male,55-74 years,160,278705,57.40837086,Asia
Republic of Moldova,1996,male,75+ years,22,38128,57.70037768,Asia
Republic of Moldova,1997,female,15-24 years,7,302976,2.310414026,Asia
Republic of Moldova,1997,female,25-34 years,27,241321,11.18841709,Asia
Republic of Moldova,1997,female,35-54 years,36,504064,7.141950229,Asia
Republic of Moldova,1997,female,5-14 years,0,341395,0,Asia
Republic of Moldova,1997,female,55-74 years,35,325753,10.74433697,Asia
Republic of Moldova,1997,female,75+ years,9,66476,13.53872074,Asia
Republic of Moldova,1997,male,15-24 years,47,310003,15.1611436,Asia
Republic of Moldova,1997,male,25-34 years,79,231756,34.08757486,Asia
Republic of Moldova,1997,male,35-54 years,253,455755,55.51228182,Asia
Republic of Moldova,1997,male,5-14 years,2,352959,0.566638051,Asia
Republic of Moldova,1997,male,55-74 years,115,235039,48.92805024,Asia
Republic of Moldova,1997,male,75+ years,16,34644,46.18404341,Asia
Republic of Moldova,1998,female,15-24 years,9,311932,2.88524422,Asia
Republic of Moldova,1998,female,25-34 years,9,239161,3.763155364,Asia
Republic of Moldova,1998,female,35-54 years,47,511381,9.190799032,Asia
Republic of Moldova,1998,female,5-14 years,1,334281,0.299149518,Asia
Republic of Moldova,1998,female,55-74 years,43,323278,13.30124537,Asia
Republic of Moldova,1998,female,75+ years,10,68558,14.5861898,Asia
Republic of Moldova,1998,male,15-24 years,31,316680,9.789061513,Asia
Republic of Moldova,1998,male,25-34 years,65,230649,28.18134915,Asia
Republic of Moldova,1998,male,35-54 years,211,463898,45.4841366,Asia
Republic of Moldova,1998,male,5-14 years,1,346348,0.288726945,Asia
Republic of Moldova,1998,male,55-74 years,125,234023,53.41355337,Asia
Republic of Moldova,1998,male,75+ years,23,35570,64.66123137,Asia
Republic of Moldova,1999,female,15-24 years,12,316909,3.786575957,Asia
Republic of Moldova,1999,female,25-34 years,9,241427,3.727834915,Asia
Republic of Moldova,1999,female,35-54 years,28,522034,5.363635319,Asia
Republic of Moldova,1999,female,5-14 years,0,324367,0,Asia
Republic of Moldova,1999,female,55-74 years,34,317313,10.71497228,Asia
Republic of Moldova,1999,female,75+ years,13,70827,18.35458229,Asia
Republic of Moldova,1999,male,15-24 years,38,325652,11.66889809,Asia
Republic of Moldova,1999,male,25-34 years,68,232929,29.19344521,Asia
Republic of Moldova,1999,male,35-54 years,217,471656,46.0081076,Asia
Republic of Moldova,1999,male,5-14 years,6,336826,1.78133517,Asia
Republic of Moldova,1999,male,55-74 years,143,228659,62.53853992,Asia
Republic of Moldova,1999,male,75+ years,10,36093,27.70620342,Asia
Republic of Moldova,2000,female,15-24 years,8,323498,2.472967375,Asia
Republic of Moldova,2000,female,25-34 years,6,245732,2.441684437,Asia
Republic of Moldova,2000,female,35-54 years,24,531774,4.513195455,Asia
Republic of Moldova,2000,female,5-14 years,0,312390,0,Asia
Republic of Moldova,2000,female,55-74 years,34,308638,11.01614189,Asia
Republic of Moldova,2000,female,75+ years,6,72919,8.228308123,Asia
Republic of Moldova,2000,male,15-24 years,38,332033,11.44464556,Asia
Republic of Moldova,2000,male,25-34 years,48,239990,20.00083337,Asia
Republic of Moldova,2000,male,35-54 years,224,479705,46.69536486,Asia
Republic of Moldova,2000,male,5-14 years,5,324967,1.538617767,Asia
Republic of Moldova,2000,male,55-74 years,133,221786,59.96771663,Asia
Republic of Moldova,2000,male,75+ years,18,36506,49.30696324,Asia
Republic of Moldova,2001,female,15-24 years,11,330557,3.327716551,Asia
Republic of Moldova,2001,female,25-34 years,11,250750,4.386839482,Asia
Republic of Moldova,2001,female,35-54 years,40,540153,7.405309236,Asia
Republic of Moldova,2001,female,5-14 years,0,297965,0,Asia
Republic of Moldova,2001,female,55-74 years,29,300844,9.639547407,Asia
Republic of Moldova,2001,female,75+ years,8,75034,10.6618333,Asia
Republic of Moldova,2001,male,15-24 years,54,338824,15.93747786,Asia
Republic of Moldova,2001,male,25-34 years,61,248210,24.5759639,Asia
Republic of Moldova,2001,male,35-54 years,268,486259,55.11466112,Asia
Republic of Moldova,2001,male,5-14 years,3,310412,0.966457482,Asia
Republic of Moldova,2001,male,55-74 years,119,215919,55.11326007,Asia
Republic of Moldova,2001,male,75+ years,18,36895,48.78709852,Asia
Republic of Moldova,2002,female,15-24 years,2,336944,0.593570445,Asia
Republic of Moldova,2002,female,25-34 years,10,256028,3.905822801,Asia
Republic of Moldova,2002,female,35-54 years,43,545773,7.878733466,Asia
Republic of Moldova,2002,female,5-14 years,0,283243,0,Asia
Republic of Moldova,2002,female,55-74 years,33,295394,11.17152007,Asia
Republic of Moldova,2002,female,75+ years,11,77857,14.12846629,Asia
Republic of Moldova,2002,male,15-24 years,42,345263,12.16463971,Asia
Republic of Moldova,2002,male,25-34 years,78,255742,30.49948777,Asia
Republic of Moldova,2002,male,35-54 years,243,490927,49.49819423,Asia
Republic of Moldova,2002,male,5-14 years,5,295369,1.692797822,Asia
Republic of Moldova,2002,male,55-74 years,103,211785,48.63422811,Asia
Republic of Moldova,2002,male,75+ years,13,38336,33.91068447,Asia
Republic of Moldova,2003,female,15-24 years,3,342329,0.876349944,Asia
Republic of Moldova,2003,female,25-34 years,6,262190,2.288416797,Asia
Republic of Moldova,2003,female,35-54 years,50,547032,9.140233113,Asia
Republic of Moldova,2003,female,5-14 years,0,268223,0,Asia
Republic of Moldova,2003,female,55-74 years,25,292962,8.533529946,Asia
Republic of Moldova,2003,female,75+ years,7,80551,8.690146615,Asia
Republic of Moldova,2003,male,15-24 years,38,350685,10.83593538,Asia
Republic of Moldova,2003,male,25-34 years,74,262710,28.16794184,Asia
Republic of Moldova,2003,male,35-54 years,283,492342,57.48036934,Asia
Republic of Moldova,2003,male,5-14 years,5,280261,1.784051295,Asia
Republic of Moldova,2003,male,55-74 years,112,210053,53.31987641,Asia
Republic of Moldova,2003,male,75+ years,17,40308,42.17525057,Asia
Republic of Moldova,2004,female,15-24 years,10,345611,2.893426425,Asia
Republic of Moldova,2004,female,25-34 years,16,270092,5.923907409,Asia
Republic of Moldova,2004,female,35-54 years,34,540909,6.285715342,Asia
Republic of Moldova,2004,female,5-14 years,2,252821,0.791073526,Asia
Republic of Moldova,2004,female,55-74 years,26,297134,8.750260825,Asia
Republic of Moldova,2004,female,75+ years,9,83305,10.80367325,Asia
Republic of Moldova,2004,male,15-24 years,54,354050,15.25208304,Asia
Republic of Moldova,2004,male,25-34 years,58,271065,21.39708188,Asia
Republic of Moldova,2004,male,35-54 years,276,486955,56.67874855,Asia
Republic of Moldova,2004,male,5-14 years,3,264765,1.133080279,Asia
Republic of Moldova,2004,male,55-74 years,99,214360,46.18398955,Asia
Republic of Moldova,2004,male,75+ years,16,42005,38.09070349,Asia
Republic of Moldova,2005,female,15-24 years,8,345504,2.315457998,Asia
Republic of Moldova,2005,female,25-34 years,8,279849,2.858684505,Asia
Republic of Moldova,2005,female,35-54 years,45,531293,8.469902671,Asia
Republic of Moldova,2005,female,5-14 years,0,238933,0,Asia
Republic of Moldova,2005,female,55-74 years,31,304984,10.16446764,Asia
Republic of Moldova,2005,female,75+ years,7,84907,8.244314367,Asia
Republic of Moldova,2005,male,15-24 years,49,354490,13.82267483,Asia
Republic of Moldova,2005,male,25-34 years,59,281183,20.98277634,Asia
Republic of Moldova,2005,male,35-54 years,305,478035,63.80285962,Asia
Republic of Moldova,2005,male,5-14 years,2,250586,0.798129185,Asia
Republic of Moldova,2005,male,55-74 years,109,221600,49.18772563,Asia
Republic of Moldova,2005,male,75+ years,8,42563,18.7956676,Asia
Republic of Moldova,2006,female,15-24 years,7,340363,2.056627777,Asia
Republic of Moldova,2006,female,25-34 years,10,278054,3.596423716,Asia
Republic of Moldova,2006,female,35-54 years,41,528511,7.757643644,Asia
Republic of Moldova,2006,female,5-14 years,1,229712,0.435327715,Asia
Republic of Moldova,2006,female,55-74 years,32,310648,10.30104813,Asia
Republic of Moldova,2006,female,75+ years,5,88779,5.631962514,Asia
Republic of Moldova,2006,male,15-24 years,36,350677,10.26585718,Asia
Republic of Moldova,2006,male,25-34 years,63,279719,22.52260304,Asia
Republic of Moldova,2006,male,35-54 years,286,480011,59.58196791,Asia
Republic of Moldova,2006,male,5-14 years,2,240472,0.831697661,Asia
Republic of Moldova,2006,male,55-74 years,129,229775,56.14187792,Asia
Republic of Moldova,2006,male,75+ years,25,44955,55.61116672,Asia
Republic of Moldova,2007,female,15-24 years,8,335399,2.385218799,Asia
Republic of Moldova,2007,female,25-34 years,11,273419,4.023129336,Asia
Republic of Moldova,2007,female,35-54 years,31,528024,5.87094526,Asia
Republic of Moldova,2007,female,5-14 years,1,221695,0.451070164,Asia
Republic of Moldova,2007,female,55-74 years,23,315465,7.290824656,Asia
Republic of Moldova,2007,female,75+ years,6,93483,6.418279259,Asia
Republic of Moldova,2007,male,15-24 years,39,346427,11.25778302,Asia
Republic of Moldova,2007,male,25-34 years,60,276196,21.72370346,Asia
Republic of Moldova,2007,male,35-54 years,238,484083,49.16512251,Asia
Republic of Moldova,2007,male,5-14 years,6,231616,2.590494612,Asia
Republic of Moldova,2007,male,55-74 years,122,237010,51.47462132,Asia
Republic of Moldova,2007,male,75+ years,17,48281,35.21053831,Asia
Republic of Moldova,2008,female,15-24 years,9,332130,2.709782314,Asia
Republic of Moldova,2008,female,25-34 years,8,279009,2.867291019,Asia
Republic of Moldova,2008,female,35-54 years,41,524693,7.814093194,Asia
Republic of Moldova,2008,female,5-14 years,2,210792,0.948802611,Asia
Republic of Moldova,2008,female,55-74 years,34,322465,10.54377995,Asia
Republic of Moldova,2008,female,75+ years,9,94028,9.571616965,Asia
Republic of Moldova,2008,male,15-24 years,52,343320,15.14621927,Asia
Republic of Moldova,2008,male,25-34 years,80,283165,28.25207918,Asia
Republic of Moldova,2008,male,35-54 years,234,481256,48.62277042,Asia
Republic of Moldova,2008,male,5-14 years,3,220623,1.359785698,Asia
Republic of Moldova,2008,male,55-74 years,139,242744,57.26197146,Asia
Republic of Moldova,2008,male,75+ years,9,48659,18.49606445,Asia
Republic of Moldova,2009,female,15-24 years,12,325634,3.685118876,Asia
Republic of Moldova,2009,female,25-34 years,12,286263,4.191949361,Asia
Republic of Moldova,2009,female,35-54 years,38,521871,7.281492936,Asia
Republic of Moldova,2009,female,5-14 years,1,201424,0.496465168,Asia
Republic of Moldova,2009,female,55-74 years,25,329949,7.576928556,Asia
Republic of Moldova,2009,female,75+ years,7,94275,7.425086184,Asia
Republic of Moldova,2009,male,15-24 years,53,336851,15.73395953,Asia
Republic of Moldova,2009,male,25-34 years,89,291749,30.5056744,Asia
Republic of Moldova,2009,male,35-54 years,265,478875,55.33803185,Asia
Republic of Moldova,2009,male,5-14 years,3,211527,1.418258662,Asia
Republic of Moldova,2009,male,55-74 years,129,249008,51.80556448,Asia
Republic of Moldova,2009,male,75+ years,17,48674,34.92624399,Asia
Republic of Moldova,2010,female,15-24 years,14,316422,4.424471118,Asia
Republic of Moldova,2010,female,25-34 years,10,294436,3.396323819,Asia
Republic of Moldova,2010,female,35-54 years,38,518946,7.322534522,Asia
Republic of Moldova,2010,female,5-14 years,0,194153,0,Asia
Republic of Moldova,2010,female,55-74 years,28,337450,8.297525559,Asia
Republic of Moldova,2010,female,75+ years,7,94917,7.374864355,Asia
Republic of Moldova,2010,male,15-24 years,49,327498,14.96192343,Asia
Republic of Moldova,2010,male,25-34 years,83,301166,27.55955188,Asia
Republic of Moldova,2010,male,35-54 years,287,476679,60.20823237,Asia
Republic of Moldova,2010,male,5-14 years,2,204647,0.977292606,Asia
Republic of Moldova,2010,male,55-74 years,143,255225,56.02899402,Asia
Republic of Moldova,2010,male,75+ years,15,48783,30.74841646,Asia
Republic of Moldova,2011,female,15-24 years,4,304657,1.312951943,Asia
Republic of Moldova,2011,female,25-34 years,7,302953,2.310589431,Asia
Republic of Moldova,2011,female,35-54 years,28,516631,5.419728975,Asia
Republic of Moldova,2011,female,5-14 years,4,188822,2.118397221,Asia
Republic of Moldova,2011,female,55-74 years,22,345521,6.367196205,Asia
Republic of Moldova,2011,female,75+ years,7,95974,7.293642028,Asia
Republic of Moldova,2011,male,15-24 years,57,315458,18.06896639,Asia
Republic of Moldova,2011,male,25-34 years,69,311189,22.17302025,Asia
Republic of Moldova,2011,male,35-54 years,187,475649,39.31470475,Asia
Republic of Moldova,2011,male,5-14 years,3,199309,1.505200468,Asia
Republic of Moldova,2011,male,55-74 years,94,261516,35.94426345,Asia
Republic of Moldova,2011,male,75+ years,20,49020,40.7996736,Asia
Republic of Moldova,2012,female,15-24 years,15,290547,5.162675918,Asia
Republic of Moldova,2012,female,25-34 years,5,311484,1.605218888,Asia
Republic of Moldova,2012,female,35-54 years,33,514131,6.418597595,Asia
Republic of Moldova,2012,female,5-14 years,6,185013,3.243015356,Asia
Republic of Moldova,2012,female,55-74 years,39,354578,10.99899035,Asia
Republic of Moldova,2012,female,75+ years,4,97730,4.092909035,Asia
Republic of Moldova,2012,male,15-24 years,52,300957,17.27821582,Asia
Republic of Moldova,2012,male,25-34 years,69,321608,21.45469018,Asia
Republic of Moldova,2012,male,35-54 years,208,474742,43.81327121,Asia
Republic of Moldova,2012,male,5-14 years,3,195626,1.533538487,Asia
Republic of Moldova,2012,male,55-74 years,118,268923,43.87873109,Asia
Republic of Moldova,2012,male,75+ years,19,49780,38.16793893,Asia
Republic of Moldova,2013,female,15-24 years,8,274797,2.911239933,Asia
Republic of Moldova,2013,female,25-34 years,14,319440,4.382669672,Asia
Republic of Moldova,2013,female,35-54 years,27,511279,5.280874043,Asia
Republic of Moldova,2013,female,5-14 years,3,182684,1.642179939,Asia
Republic of Moldova,2013,female,55-74 years,32,364612,8.776452777,Asia
Republic of Moldova,2013,female,75+ years,5,99616,5.019274012,Asia
Republic of Moldova,2013,male,15-24 years,39,285438,13.66321233,Asia
Republic of Moldova,2013,male,25-34 years,73,330817,22.06658062,Asia
Republic of Moldova,2013,male,35-54 years,218,473769,46.01398572,Asia
Republic of Moldova,2013,male,5-14 years,0,193571,0,Asia
Republic of Moldova,2013,male,55-74 years,137,277113,49.43831578,Asia
Republic of Moldova,2013,male,75+ years,20,50678,39.46485655,Asia
Republic of Moldova,2014,female,15-24 years,7,259599,2.696466473,Asia
Republic of Moldova,2014,female,25-34 years,8,325246,2.459676676,Asia
Republic of Moldova,2014,female,35-54 years,31,508006,6.10229013,Asia
Republic of Moldova,2014,female,5-14 years,2,181890,1.099565672,Asia
Republic of Moldova,2014,female,55-74 years,26,376107,6.912926375,Asia
Republic of Moldova,2014,female,75+ years,9,100897,8.91998771,Asia
Republic of Moldova,2014,male,15-24 years,36,270304,13.31833787,Asia
Republic of Moldova,2014,male,25-34 years,67,337219,19.86839413,Asia
Republic of Moldova,2014,male,35-54 years,207,473184,43.74619598,Asia
Republic of Moldova,2014,male,5-14 years,3,193248,1.552409339,Asia
Republic of Moldova,2014,male,55-74 years,168,286306,58.67847687,Asia
Republic of Moldova,2014,male,75+ years,17,50979,33.34706448,Asia
Republic of Moldova,2015,female,15-24 years,11,245647,4.477970421,Asia
Republic of Moldova,2015,female,25-34 years,10,328865,3.040761407,Asia
Republic of Moldova,2015,female,35-54 years,41,504614,8.125022294,Asia
Republic of Moldova,2015,female,5-14 years,2,182203,1.097676767,Asia
Republic of Moldova,2015,female,55-74 years,22,388442,5.663651201,Asia
Republic of Moldova,2015,female,75+ years,6,101687,5.900459252,Asia
Republic of Moldova,2015,male,15-24 years,28,256075,10.93429659,Asia
Republic of Moldova,2015,male,25-34 years,69,340949,20.23763085,Asia
Republic of Moldova,2015,male,35-54 years,222,473000,46.93446089,Asia
Republic of Moldova,2015,male,5-14 years,1,193972,0.515538325,Asia
Republic of Moldova,2015,male,55-74 years,130,295977,43.9223318,Asia
Republic of Moldova,2015,male,75+ years,14,51129,27.38172075,Asia
Republic of Moldova,2016,female,15-24 years,8,232643,3.438745202,Asia
Republic of Moldova,2016,female,25-34 years,9,330637,2.722018407,Asia
Republic of Moldova,2016,female,35-54 years,22,502837,4.375175256,Asia
Republic of Moldova,2016,female,5-14 years,3,182971,1.63960409,Asia
Republic of Moldova,2016,female,55-74 years,32,399750,8.005003127,Asia
Republic of Moldova,2016,female,75+ years,10,102932,9.715151751,Asia
Republic of Moldova,2016,male,15-24 years,45,243126,18.5089213,Asia
Republic of Moldova,2016,male,25-34 years,66,342246,19.2843744,Asia
Republic of Moldova,2016,male,35-54 years,192,474076,40.49983547,Asia
Republic of Moldova,2016,male,5-14 years,5,194646,2.568765862,Asia
Republic of Moldova,2016,male,55-74 years,143,304715,46.92909768,Asia
Republic of Moldova,2016,male,75+ years,11,51721,21.26795692,Asia
Reunion,2001,female,15-24 years,5,62196,8.039102193,Africa
Reunion,2001,female,25-34 years,6,62278,9.634220752,Africa
Reunion,2001,female,35-54 years,8,99041,8.077462869,Africa
Reunion,2001,female,5-14 years,0,69585,0,Africa
Reunion,2001,female,55-74 years,1,41419,2.414350902,Africa
Reunion,2001,female,75+ years,0,13069,0,Africa
Reunion,2001,male,15-24 years,9,63142,14.25358715,Africa
Reunion,2001,male,25-34 years,22,58518,37.59526983,Africa
Reunion,2001,male,35-54 years,36,94763,37.98951067,Africa
Reunion,2001,male,5-14 years,0,71263,0,Africa
Reunion,2001,male,55-74 years,9,34966,25.7392896,Africa
Reunion,2001,male,75+ years,1,6978,14.3307538,Africa
Reunion,2002,female,15-24 years,3,63548,4.720840939,Africa
Reunion,2002,female,25-34 years,4,60289,6.634709483,Africa
Reunion,2002,female,35-54 years,5,103465,4.832552071,Africa
Reunion,2002,female,5-14 years,0,69282,0,Africa
Reunion,2002,female,55-74 years,3,42322,7.088511885,Africa
Reunion,2002,female,75+ years,2,13495,14.82030382,Africa
Reunion,2002,male,15-24 years,7,64626,10.83155386,Africa
Reunion,2002,male,25-34 years,18,57061,31.54518848,Africa
Reunion,2002,male,35-54 years,32,98564,32.46621485,Africa
Reunion,2002,male,5-14 years,2,71542,2.79556065,Africa
Reunion,2002,male,55-74 years,12,36281,33.07516331,Africa
Reunion,2002,male,75+ years,5,7333,68.1849175,Africa
Reunion,2003,female,15-24 years,4,65097,6.144676406,Africa
Reunion,2003,female,25-34 years,5,58379,8.564723616,Africa
Reunion,2003,female,35-54 years,9,107556,8.367734018,Africa
Reunion,2003,female,5-14 years,0,68637,0,Africa
Reunion,2003,female,55-74 years,6,43352,13.84019192,Africa
Reunion,2003,female,75+ years,0,13877,0,Africa
Reunion,2003,male,15-24 years,11,66405,16.56501769,Africa
Reunion,2003,male,25-34 years,16,55559,28.79821451,Africa
Reunion,2003,male,35-54 years,47,102027,46.06623737,Africa
Reunion,2003,male,5-14 years,0,71509,0,Africa
Reunion,2003,male,55-74 years,8,37789,21.1701818,Africa
Reunion,2003,male,75+ years,1,7673,13.03271211,Africa
Reunion,2004,female,15-24 years,2,66704,2.99832094,Africa
Reunion,2004,female,25-34 years,4,56859,7.034946095,Africa
Reunion,2004,female,35-54 years,5,111118,4.499721017,Africa
Reunion,2004,female,5-14 years,0,67886,0,Africa
Reunion,2004,female,55-74 years,5,44637,11.20146963,Africa
Reunion,2004,female,75+ years,0,14268,0,Africa
Reunion,2004,male,15-24 years,6,68266,8.789148332,Africa
Reunion,2004,male,25-34 years,18,54205,33.2072687,Africa
Reunion,2004,male,35-54 years,32,104839,30.5229924,Africa
Reunion,2004,male,5-14 years,0,71246,0,Africa
Reunion,2004,male,55-74 years,7,39508,17.71793055,Africa
Reunion,2004,male,75+ years,1,8035,12.44555072,Africa
Reunion,2005,female,15-24 years,1,68208,1.466103683,Africa
Reunion,2005,female,25-34 years,6,55943,10.72520244,Africa
Reunion,2005,female,35-54 years,13,114009,11.40260857,Africa
Reunion,2005,female,5-14 years,0,67244,0,Africa
Reunion,2005,female,55-74 years,3,46264,6.484523604,Africa
Reunion,2005,female,75+ years,1,14712,6.797172376,Africa
Reunion,2005,male,15-24 years,8,69982,11.43151096,Africa
Reunion,2005,male,25-34 years,14,53213,26.30936049,Africa
Reunion,2005,male,35-54 years,31,106769,29.03464489,Africa
Reunion,2005,male,5-14 years,0,70842,0,Africa
Reunion,2005,male,55-74 years,8,41466,19.29291468,Africa
Reunion,2005,male,75+ years,4,8421,47.50029688,Africa
Reunion,2006,female,15-24 years,1,67573,1.479881018,Africa
Reunion,2006,female,25-34 years,2,56113,3.564236451,Africa
Reunion,2006,female,35-54 years,8,116551,6.863947971,Africa
Reunion,2006,female,5-14 years,0,67189,0,Africa
Reunion,2006,female,55-74 years,4,48565,8.236384227,Africa
Reunion,2006,female,75+ years,2,15240,13.12335958,Africa
Reunion,2006,male,15-24 years,11,68983,15.9459577,Africa
Reunion,2006,male,25-34 years,10,52546,19.03094432,Africa
Reunion,2006,male,35-54 years,35,108999,32.11038633,Africa
Reunion,2006,male,5-14 years,0,70863,0,Africa
Reunion,2006,male,55-74 years,16,43721,36.59568628,Africa
Reunion,2006,male,75+ years,3,8847,33.90979993,Africa
Reunion,2007,female,15-24 years,1,67157,1.489048052,Africa
Reunion,2007,female,25-34 years,5,56255,8.888098836,Africa
